date,sessions,unique_visitors,page_views,Revenue,COGS,Revenue_per_session
2018-05-23,29420,21478,150125,11779004.94,9369180.79,400.37406322229776
2018-05-24,36243,27824,194795,9030397.74,7160269.86,249.16253455839748
2018-05-25,37954,29878,178017,6498399.18,5141245.68,171.21776835116194
2018-05-26,38529,27569,177123,5600677.63,4596266.34,145.36265228788704
2018-05-27,34124,25951,126584,6413198.63,5135755.4,187.9380679287305
2018-05-28,38930,28999,151548,7438573.25,5854231.41,191.07560364757256
2018-05-29,31312,23118,116886,10262818.32,7905889.83,327.7599105774144
2018-05-30,39158,29293,202153,20905271.35,16535857.67,533.8697418152102
2018-05-31,35888,25472,120845,19289944.12,15561846.1,537.5040158270174
2018-06-01,47179,37945,239522,19245165.78,15287542.6,407.9180520994511
2018-06-02,29884,22953,137345,17529108.34,13707707.44,586.5716885289787
2018-06-03,36288,28957,120447,13779702.07,10827445.24,379.7316487544092
2018-06-04,34071,24605,187212,4373078.45,3458754.81,128.35192539109508
2018-06-05,37927,28705,182011,5537841.59,4323885.63,146.01317241015636
2018-06-06,33776,26974,112758,6238754.07,4903699.53,184.70967758171483
2018-06-07,41500,29983,205089,4523493.87,3579003.08,108.99985228915664
2018-06-08,37564,28762,177882,5863271.23,4570207.33,156.0875101160686
2018-06-09,40097,31883,153368,7018402.9,5469599.5,175.0356111429783
2018-06-10,40800,31690,187618,6333777.67,5115963.75,155.2396487745098
2018-06-11,32986,24599,150352,7812992.68,6338472.32,236.85783908324743
2018-06-12,36251,28989,164285,8959000.0,7232971.98,247.13800998593143
2018-06-13,32938,23239,117179,9047626.88,7216006.11,274.6865893496873
2018-06-14,34917,27025,139828,6994969.99,5361729.98,200.3313569321534
2018-06-15,39046,31002,166369,7278400.85,5850026.61,186.40579956973824
2018-06-16,31765,23429,127180,9653316.6,7581593.64,303.89789390838973
2018-06-17,33962,26621,114192,8270248.42,6473926.23,243.5147641481656
2018-06-18,41049,31882,179211,9578590.6,7481623.41,233.3452849034081
2018-06-19,37705,28117,162384,10591854.27,8526409.74,280.91378517438005
2018-06-20,34798,28382,133347,10442554.6,8340504.64,300.09065463532386
2018-06-21,36911,29597,164959,7960357.2,6345143.3,215.6635474519791
2018-06-22,36318,26821,177512,7890035.7,6262366.78,217.2486287791178
2018-06-23,41607,31405,181887,7919846.87,6623002.69,190.34890451126012
2018-06-24,38453,28066,202524,7114017.67,6244799.31,185.00553064780382
2018-06-25,41673,31372,216679,8744485.32,8162955.36,209.83575264559786
2018-06-26,36493,25827,143130,10888893.34,10123784.8,298.3830690817417
2018-06-27,40418,30516,190692,11081146.52,10874461.91,274.16365282794794
2018-06-28,34949,26799,138918,8513932.2,8332592.17,243.61018054879966
2018-06-29,40113,28258,181229,12484085.14,11945221.58,311.2229237404333
2018-06-30,37244,26665,131397,10005221.27,9784802.48,268.639815003759
2018-07-01,27410,20843,103997,8830377.17,8529895.83,322.1589627873039
2018-07-02,30348,22779,162176,8070014.23,7743177.14,265.91585046790567
2018-07-03,28774,21475,109317,9033060.75,8644208.55,313.9313529575311
2018-07-04,28097,21531,130464,2096565.2,2027736.06,74.61882763284336
2018-07-05,28366,22351,105387,2944993.36,2822619.07,103.82124233236974
2018-07-06,29007,21919,141788,2036989.14,2040145.8,70.22405419381528
2018-07-07,29236,22150,105103,3253556.07,3156576.31,111.28595122451772
2018-07-08,30925,23904,121874,2752144.2,2725199.41,88.9941535974131
2018-07-09,25089,18234,99948,4430764.61,4215804.43,176.60188170114395
2018-07-10,27959,20801,142277,5201122.72,4881351.11,186.02677921241818
2018-07-11,28821,23357,125619,6502831.07,6236313.66,225.6282249054509
2018-07-12,27924,22230,145185,6228668.47,6094439.16,223.05788819653344
2018-07-13,29480,22174,149528,4250921.4,4213700.8,144.19679104477612
2018-07-14,25762,19665,103669,4868504.46,4786402.77,188.98006598866547
2018-07-15,26495,20800,137434,5393026.83,5249791.03,203.5488518588413
2018-07-16,25962,20845,116096,4994805.9,4716050.05,192.38910330483014
2018-07-17,29693,23265,157213,5712604.18,5386803.9,192.38891927390293
2018-07-18,29851,23324,133543,7639039.23,7484190.04,255.90563900706846
2018-07-19,30288,21242,113696,6252432.84,5912775.72,206.43267432646593
2018-07-20,26713,18765,109158,5761282.54,5222554.73,215.67336278216598
2018-07-21,29476,23535,120740,4939690.9,4320031.79,167.5834882616366
2018-07-22,27433,20277,105875,5641320.53,4834937.23,205.63994204060805
2018-07-23,27239,21660,112878,6121614.15,4864263.18,224.73711039318624
2018-07-24,30476,23773,162322,6821739.77,5344675.82,223.83973520147
2018-07-25,34882,25462,165909,7944998.65,6241710.94,227.7678645146494
2018-07-26,31947,26072,140584,6463508.32,5212368.25,202.31972704792312
2018-07-27,28280,20923,151389,5162979.4,4110689.88,182.56645685997174
2018-07-28,25680,18188,124380,6313222.5,5068784.77,245.8419976635514
2018-07-29,27643,19432,122643,6597216.94,5284529.74,238.65777737582752
2018-07-30,31131,22315,112726,7314460.76,5725898.93,234.9574623365777
2018-07-31,27391,20528,142951,12496367.04,9909115.53,456.2216436055638
2018-08-01,34337,26084,135710,13786351.91,10884999.4,401.50135160322685
2018-08-02,32655,26106,143131,10106943.25,7999614.76,309.506760067371
2018-08-03,29494,21206,126311,9026931.62,7058116.81,306.05993151149386
2018-08-04,30114,22002,110771,6859151.1,5490125.8,227.77283323371188
2018-08-05,32477,26417,177486,3117800.12,2491453.39,96.00025002309327
2018-08-06,39013,30452,180333,3924563.55,3048117.59,100.59630251454642
2018-08-07,32519,25917,106275,4212970.63,3334965.62,129.55412620314277
2018-08-08,29424,23086,100598,4647118.76,3610702.93,157.93633632408918
2018-08-09,31580,23104,172112,4946125.63,3977801.47,156.622090880304
2018-08-10,33078,25094,169398,3705554.89,2859379.41,112.02475633351473
2018-08-11,31058,21892,149625,4591065.72,3598807.89,147.8223233949385
2018-08-12,26034,19446,140718,4030885.81,3179458.32,154.83159752631175
2018-08-13,30743,22138,144336,4244815.28,3284829.91,138.07420485964286
2018-08-14,30362,22819,153338,6041631.13,4766947.5,198.9865993676306
2018-08-15,32052,23837,162434,6058071.07,4807626.36,189.00758361412704
2018-08-16,27297,19987,138459,5333680.81,4015767.27,195.39439535480088
2018-08-17,31433,23332,161030,4314679.61,3455461.38,137.26591830242103
2018-08-18,33012,23808,111264,4960825.43,3902500.12,150.27339846116564
2018-08-19,39488,31318,132972,4978431.53,3847035.88,126.07454239262562
2018-08-20,38268,28430,207495,4896843.63,3837284.3,127.96183835058011
2018-08-21,34313,25553,133424,5971341.33,4692653.97,174.02562673039372
2018-08-22,32336,25361,165802,7086185.79,5662221.43,219.14231166501733
2018-08-23,35869,27145,119929,5392520.44,4260217.92,150.33930246173577
2018-08-24,36561,29845,129066,3329330.38,2630754.1,91.06234457482016
2018-08-25,32544,25889,127834,4716376.41,3836954.01,144.9230706120944
2018-08-26,31686,25282,144816,4717920.92,3744613.34,148.89607145111407
2018-08-27,34463,25911,179758,6151109.31,4800826.49,178.4844415750225
2018-08-28,33919,27739,133606,12207075.48,9954369.46,359.8890144166986
2018-08-29,37620,28926,122447,10330752.34,8329694.93,274.60798351940457
2018-08-30,30458,21439,158311,10819458.93,8497693.47,355.2255213736949
2018-08-31,33256,25137,154605,9769233.6,7975907.3,293.75852778445994
2018-09-01,21853,17413,85618,8834290.53,7236711.56,404.25985127900054
2018-09-02,26234,21116,100063,2926208.13,2475973.31,111.54258328886178
2018-09-03,23328,16937,101305,3730127.97,3250956.11,159.8991756687243
2018-09-04,20499,15360,107914,2895558.56,2566039.59,141.25364944631445
2018-09-05,25916,19961,99437,2683914.3,2352008.69,103.56205818799197
2018-09-06,23575,17588,98789,2220736.04,1976596.92,94.19877158006364
2018-09-07,24675,18579,111428,2737800.42,2305499.6,110.95442431610942
2018-09-08,21499,15749,93009,3138040.11,2844198.87,145.96214289036698
2018-09-09,24572,19429,126340,4428844.18,3809539.78,180.2394668728634
2018-09-10,23077,16331,84070,3518686.76,3115017.21,152.47591801360662
2018-09-11,22565,16306,114735,2737148.82,2457613.39,121.30063461112341
2018-09-12,22982,17271,81255,3907657.89,3473624.08,170.0312370550866
2018-09-13,20905,15542,103260,3198359.98,2826009.39,152.9949763214542
2018-09-14,22390,16009,91293,3759913.17,3409768.94,167.92823447967842
2018-09-15,22602,16440,120105,3182906.62,2708850.83,140.82411379523936
2018-09-16,20769,15024,107735,4513878.02,4134396.21,217.33728248832392
2018-09-17,22065,16173,117402,3684035.33,3185261.69,166.9628520280988
2018-09-18,21571,16801,113374,3511249.8,3093197.05,162.77640350470537
2018-09-19,25224,19107,122166,3203671.41,2850137.86,127.00885704091343
2018-09-20,25444,19205,132990,2967505.47,2634513.81,116.62888971859772
2018-09-21,26491,19068,135595,3391440.87,3055926.25,128.02238005360311
2018-09-22,24669,17919,86950,3067943.56,2653342.07,124.36432607726296
2018-09-23,20624,14669,86285,4892505.92,4455722.87,237.22391000775795
2018-09-24,20102,15393,101632,4916532.68,4394814.48,244.5792796736643
2018-09-25,24408,19735,107389,3834324.5,3363603.04,157.09294083906914
2018-09-26,24321,17845,96118,4727732.71,4050861.46,194.38891122897908
2018-09-27,22241,17169,112579,5609192.49,4998150.71,252.20055258306732
2018-09-28,20002,15966,77655,5221949.72,4643296.21,261.07137886211376
2018-09-29,22427,17112,115587,5089871.44,4351327.13,226.95284433941234
2018-09-30,23354,18129,116452,5437181.81,4591821.05,232.81586923011045
2018-10-01,17446,13969,65445,4742181.64,4115311.14,271.8205686117161
2018-10-02,20271,15969,70112,1807247.84,1354070.12,89.15435055004687
2018-10-03,19658,15280,105418,1798411.4,1414782.3,91.48496286499135
2018-10-04,18539,14197,96559,2726313.6,2140614.37,147.0582879335455
2018-10-05,20697,16077,73261,2484898.47,1911895.45,120.06080446441514
2018-10-06,16653,12906,80971,2157385.6,1668290.7,129.54936648051404
2018-10-07,17138,13053,57506,2767415.65,2075893.96,161.4783317773369
2018-10-08,19068,13677,65463,3075660.75,2408923.48,161.2995988042794
2018-10-09,19974,16002,90108,2768213.46,2199027.83,138.59084109342146
2018-10-10,17449,12425,61769,1759060.3,1352309.05,100.81152501576022
2018-10-11,19030,14401,90502,2288675.28,1804152.97,120.26669889647923
2018-10-12,18202,13618,64683,3801607.19,3093283.75,208.85656466322382
2018-10-13,19872,15725,80948,3486645.25,2756384.22,175.45517562399357
2018-10-14,20239,14377,69632,3516624.21,2744217.98,173.75484016008696
2018-10-15,17769,13147,75308,3593428.63,2809961.8,202.2302116044797
2018-10-16,19688,14863,91384,4126610.48,3221862.51,209.6002885006095
2018-10-17,19552,14296,99335,2193280.79,1721100.93,112.17679981587561
2018-10-18,19459,14580,100285,2364712.74,1825738.91,121.5228295390308
2018-10-19,20461,14643,94374,2753648.17,2191447.61,134.58033185083818
2018-10-20,18986,13449,102852,3067392.26,2428564.0,161.56074265248077
2018-10-21,16474,13416,72338,2965006.46,2322786.28,179.9809675852859
2018-10-22,16423,12464,56130,3760345.32,3093167.35,228.9682347926688
2018-10-23,18758,14397,102111,3210408.93,2590626.71,171.14878611792304
2018-10-24,19856,16190,91843,2388950.39,1810211.59,120.31377870668815
2018-10-25,20502,15589,76666,2281239.32,1789602.98,111.26911130621401
2018-10-26,20468,16548,96900,2925667.62,2326884.75,142.93861735391832
2018-10-27,17633,14288,87551,3517566.83,2788248.35,199.4877122440878
2018-10-28,18790,14337,74564,5148086.02,4236118.44,273.9800968600319
2018-10-29,16800,12522,83164,6121160.36,4854267.79,364.35478333333333
2018-10-30,20762,15120,98114,5647021.76,4534254.48,271.9883325305847
2018-10-31,18241,13224,62125,5340696.76,4313400.22,292.78530563017375
2018-11-01,15431,12049,57107,4100504.23,3207191.36,265.73159419350657
2018-11-02,13047,9573,43887,1332091.2,973346.43,102.0994251552081
2018-11-03,14646,11622,77355,1775113.55,1429465.35,121.2012529018162
2018-11-04,16325,12263,85351,2595301.17,2110463.11,158.97710076569678
2018-11-05,13853,9904,50174,2667990.75,2059523.3,192.59299429726414
2018-11-06,15092,12371,58135,2019349.93,1662050.67,133.80267227670288
2018-11-07,16607,12795,90142,2141247.67,1769789.01,128.93645270066838
2018-11-08,17730,13648,64345,1913450.02,1511722.76,107.92160293288212
2018-11-09,14879,12155,53499,2619129.29,2039164.75,176.02858323812083
2018-11-10,15586,11264,81426,2402388.27,1910373.68,154.13757667137173
2018-11-11,18244,14668,98163,3568388.14,2844379.91,195.59242161806623
2018-11-12,15697,11542,78287,2517159.72,2054634.4,160.35928648786393
2018-11-13,15702,11307,84018,1925203.6,1550255.36,122.6088141638008
2018-11-14,16436,12825,87206,1687382.45,1226935.5,102.663814188367
2018-11-15,14003,10197,49244,2055680.2,1571568.0,146.8028422480897
2018-11-16,15836,11472,82918,2040967.69,1635316.04,128.8815161656984
2018-11-17,15104,12205,57142,2025956.74,1601361.16,134.13378840042373
2018-11-18,15009,11168,79389,3630560.3,3005034.69,241.8922180025318
2018-11-19,15077,12273,60967,2171786.9,1822847.47,144.04635537573787
2018-11-20,17846,14400,87533,2495899.61,2196442.6,139.8576493331839
2018-11-21,15276,12136,79255,1870994.01,1826252.29,122.47931461115475
2018-11-22,15961,11888,67405,1690197.81,1647708.27,105.89548336570391
2018-11-23,17599,14309,82555,1647035.11,1656826.5,93.58685777601
2018-11-24,17089,12539,58015,1991985.26,1889498.02,116.56534964011938
2018-11-25,17558,12870,90020,2085511.05,2029509.86,118.77839446406198
2018-11-26,15157,11521,51414,2543960.96,2433523.18,167.84066503925578
2018-11-27,15933,11620,54362,2369522.33,2218838.51,148.7179018389506
2018-11-28,15834,12045,51498,1733474.59,1753556.92,109.4779960843754
2018-11-29,17179,13078,82000,2226459.09,2127649.92,129.60353280167647
2018-11-30,15350,12215,73651,2058963.14,2054767.53,134.13440651465797
2018-12-01,18574,14254,99528,1216044.13,1211686.23,65.47023419834176
2018-12-02,19511,14644,80313,977052.29,950959.05,50.07699707857106
2018-12-03,15506,11009,64657,1855981.25,1750191.91,119.69439249322843
2018-12-04,17005,13022,74402,1606060.57,1508604.3,94.44637283152015
2018-12-05,16108,12734,75172,1085024.44,1036671.25,67.35935187484479
2018-12-06,18794,13315,64401,942014.91,946159.68,50.12317282111312
2018-12-07,16317,12500,53866,1200649.15,1205634.51,73.58271434700005
2018-12-08,19012,14291,82685,1453175.2,1434521.0,76.4346307595203
2018-12-09,20477,15247,109812,1834112.01,1791856.09,89.56937100161157
2018-12-10,20449,16320,78059,1719022.37,1695031.78,84.06388429752067
2018-12-11,16690,12758,71698,1670763.83,1670771.64,100.10568184541643
2018-12-12,19810,14513,106078,1416824.27,1409602.12,71.52065976779404
2018-12-13,16278,12050,84818,1605917.55,1631146.11,98.6557040176926
2018-12-14,17277,14024,71847,1986080.6,1901692.62,114.95517740348441
2018-12-15,16953,12495,82434,1761139.67,1649696.47,103.88365893942074
2018-12-16,17668,13728,81437,1956185.08,1973002.66,110.71910119990945
2018-12-17,19993,14961,82231,1975625.37,2012021.47,98.81585404891713
2018-12-18,17386,14023,73775,1917848.83,1813056.96,110.30995226043945
2018-12-19,19880,14317,99436,1548668.19,1537872.76,77.9008143863179
2018-12-20,16785,12570,86527,2111859.13,1955020.76,125.8182383080131
2018-12-21,17089,13989,75369,1795780.71,1747996.02,105.0840136930189
2018-12-22,19131,15097,92396,1497206.71,1451328.96,78.26076577282944
2018-12-23,18677,14418,67357,1221387.72,1203158.82,65.39528403919259
2018-12-24,18196,14167,81305,2110373.43,2051630.86,115.98007419213015
2018-12-25,18220,13502,82734,1398293.31,1329598.03,76.74496761800219
2018-12-26,16195,11429,85129,1989426.16,1906954.63,122.8419981475764
2018-12-27,20352,14676,96078,2379859.2,2336594.02,116.93490566037737
2018-12-28,16913,12431,77764,4637468.16,4553417.55,274.19548039969254
2018-12-29,18932,15491,81645,4597405.16,4592577.25,242.83779632368478
2018-12-30,16773,12407,59562,3975279.59,3817470.28,237.00468550646872
2018-12-31,17432,12802,79582,3827364.78,3811034.54,219.55970513997246
2019-01-01,13010,10036,51325,2430742.1,2422276.45,186.83644119907763
2019-01-02,12737,9001,48341,857486.8,611460.51,67.32250922509226
2019-01-03,13152,9372,68314,1095516.84,931676.57,83.29659671532848
2019-01-04,15690,11339,79556,1356732.44,1032253.29,86.47115615041427
2019-01-05,14519,11859,75716,1752585.71,1344358.95,120.70980852675804
2019-01-06,14231,10763,49759,1660128.37,1324455.7,116.65577752793199
2019-01-07,15866,12380,77357,1936096.71,1554210.1,122.02802911887053
2019-01-08,15100,11084,66828,1715399.79,1347590.83,113.60263509933775
2019-01-09,15325,11547,55452,1858318.85,1516237.67,121.2606101141925
2019-01-10,16076,12915,67366,1259650.79,1032558.86,78.35598345359543
2019-01-11,13433,9721,57341,2153841.45,1671962.72,160.3395704608055
2019-01-12,14383,11480,57737,2073990.81,1674370.35,144.1973725926441
2019-01-13,16540,12051,79348,3354624.45,2671314.89,202.81889056831923
2019-01-14,13279,10415,53209,2361690.18,1807957.6,177.85150839671664
2019-01-15,13831,10313,63195,1504083.3,1181548.42,108.74725616369027
2019-01-16,15512,12091,66027,1724908.79,1349961.65,111.19834902011347
2019-01-17,14437,11002,52900,2280332.07,1816414.62,157.95054859042736
2019-01-18,12024,8525,58167,1474326.17,1227149.16,122.61528359946773
2019-01-19,14677,11769,67428,1754206.62,1335367.18,119.52078898957554
2019-01-20,15110,11469,60771,3160071.59,2517012.51,209.13776240900066
2019-01-21,15061,11446,64174,2299476.91,1856585.16,152.67757187437755
2019-01-22,12987,9617,49093,2108562.98,1708188.75,162.35951181951182
2019-01-23,14097,10037,57611,1826741.5,1369479.14,129.5837057529971
2019-01-24,13164,9414,42251,2523490.79,2014906.08,191.69635293223945
2019-01-25,12789,9244,55846,2014411.34,1674040.36,157.5112471655329
2019-01-26,13361,10817,55817,2940618.52,2385985.7,220.0897028665519
2019-01-27,12775,10329,44948,4391507.1,3459322.38,343.7578943248532
2019-01-28,15400,11899,70499,4748349.69,3779471.66,308.3343954545455
2019-01-29,14448,11220,68530,4822586.51,3839462.75,333.7892102713178
2019-01-30,14923,12073,63324,3962494.16,3161585.88,265.5293278831334
2019-01-31,14374,10316,64100,3557233.24,2914824.87,247.47691943787396
2019-02-01,21456,16332,74218,2922884.32,2311260.65,136.22689783743473
2019-02-02,26402,20797,84827,1988116.58,1648391.91,75.30174153473222
2019-02-03,21455,15621,73729,2075616.33,1663159.13,96.74277930552319
2019-02-04,21022,14913,102651,1690969.52,1412906.86,80.43808962039768
2019-02-05,21983,15429,118103,1648913.11,1341931.74,75.00855706682437
2019-02-06,17637,13730,89322,2019237.55,1620812.0,114.4887197369167
2019-02-07,20404,16004,102948,1807804.86,1498934.77,88.6005126445795
2019-02-08,18850,15216,78104,1887002.96,1514639.32,100.10625782493368
2019-02-09,21447,17104,87018,2204244.85,1794590.32,102.77637198675806
2019-02-10,22210,15951,97571,2992194.41,2405467.55,134.72284601530842
2019-02-11,19672,14175,70067,3050258.51,2505704.13,155.0558412972753
2019-02-12,21591,17277,81267,2270445.76,1865294.51,105.1570450650734
2019-02-13,22905,16771,80895,2305149.57,1875958.77,100.63957956777995
2019-02-14,20533,15357,68715,2959207.82,2441504.63,144.11960356499293
2019-02-15,26260,19148,97929,2813189.48,2241015.21,107.12831226199543
2019-02-16,18875,14265,67908,2890421.0,2337140.26,153.13488741721855
2019-02-17,20194,15177,107514,3658575.54,2895275.54,181.17141428146974
2019-02-18,21547,16824,87633,4680433.34,3760557.76,217.21972153896132
2019-02-19,21342,16787,100305,1783513.49,1498699.8,83.56824524411958
2019-02-20,20880,16896,110379,3142305.74,2556936.4,150.49356992337167
2019-02-21,21342,16968,99918,3225995.91,2685076.1,151.15715068878268
2019-02-22,22545,16491,102964,2981029.98,2400898.37,132.22576979374585
2019-02-23,21323,16835,101099,3243671.03,2744035.42,152.12076302584063
2019-02-24,19867,16186,90727,4659488.7,3774721.6,234.53408667639806
2019-02-25,25657,20787,98848,6710330.49,5461991.46,261.53994972132364
2019-02-26,20019,14720,95647,5143906.53,4181682.12,256.95122283830364
2019-02-27,24095,17580,87711,4911504.39,3881267.76,203.83915293629383
2019-02-28,19085,15002,93981,3391644.13,2722597.05,177.71255593397956
2019-03-01,29754,24115,108657,2228532.66,1861831.11,74.8985904416213
2019-03-02,29578,23227,102551,662215.74,563992.66,22.388793698018798
2019-03-03,29633,23779,153733,925441.51,757846.4,31.230098538791214
2019-03-04,32652,23117,116494,1915592.53,1559541.64,58.66692790640696
2019-03-05,30840,24990,162661,2386338.6,1912200.04,77.37803501945525
2019-03-06,32515,26584,134079,3341337.75,2745260.51,102.76296324773182
2019-03-07,27794,20646,127956,2432557.33,1818192.91,87.52095164423977
2019-03-08,29339,23224,159152,2666858.91,2181539.6,90.89808480179965
2019-03-09,30100,22854,150323,3019892.33,2454977.33,100.3286488372093
2019-03-10,26432,19667,92021,2681616.97,2134676.6,101.45342652845036
2019-03-11,29213,21897,131049,2420084.85,1983304.37,82.84273611063568
2019-03-12,29197,22060,129430,3925730.26,3314125.8,134.4566311607357
2019-03-13,27971,19772,93737,5148543.25,4034220.49,184.0671856565729
2019-03-14,30018,23278,124240,4367141.68,3458729.41,145.4840988740089
2019-03-15,30390,22699,156640,3296671.21,2596766.78,108.47881572885818
2019-03-16,29509,22694,122642,2593942.24,2020686.01,87.90342742892
2019-03-17,30650,21468,106652,3647905.41,2976722.37,119.01812104404569
2019-03-18,28762,21021,140215,4462652.85,3659897.03,155.15794624852234
2019-03-19,29335,21958,149400,4580736.76,3861332.4,156.15260814726435
2019-03-20,27405,20656,138092,5766530.12,4960357.22,210.41890603904397
2019-03-21,29272,23169,143683,4408617.11,3962414.33,150.60867415960647
2019-03-22,27607,20415,98682,3610928.89,3304221.4,130.79758358387366
2019-03-23,31744,22838,143568,3582976.25,3279702.06,112.87097561743951
2019-03-24,28415,23292,140934,4240123.5,3766823.0,149.2213091676931
2019-03-25,30897,22658,150146,4446564.37,4012232.01,143.91573194808558
2019-03-26,31738,25563,104496,5345042.2,4766707.57,168.4114373936606
2019-03-27,29291,22963,143666,6535411.89,5978075.49,223.12013553651292
2019-03-28,27780,22281,106871,5315964.12,4667097.61,191.35939956803455
2019-03-29,32668,24576,161268,4309156.23,3848197.98,131.90756183421087
2019-03-30,25372,18591,115629,9442671.99,8583254.53,372.16900480845027
2019-03-31,29648,21628,136636,7501232.88,6774268.33,253.00974365893146
2019-04-01,44576,34666,212249,7842271.08,7122821.67,175.93034547738694
2019-04-02,38298,28561,174559,6799630.38,6231069.37,177.54531254895818
2019-04-03,37654,27054,206297,6787287.3,6224164.42,180.25408455940936
2019-04-04,40892,31638,200895,2048272.63,1722283.77,50.0898129218429
2019-04-05,35912,27354,180193,1919484.59,1795248.81,53.44967114056583
2019-04-06,37338,29048,187574,2259659.48,2043470.72,60.51902833574375
2019-04-07,36099,28975,138367,2241076.34,2042622.76,62.081396714590426
2019-04-08,46874,35394,212734,3104721.28,2774939.49,66.23546699662926
2019-04-09,41659,29802,224000,3989319.25,3630481.23,95.76128207590196
2019-04-10,43127,35165,161086,3426420.13,3160123.01,79.44953578964454
2019-04-11,38911,29838,167168,3579994.96,3276911.01,92.00470201228444
2019-04-12,40148,28212,213820,3059845.93,2753429.2,76.21415587326891
2019-04-13,44228,31397,187646,3248777.0,3006192.84,73.4552093696301
2019-04-14,40040,32744,184887,4002434.76,3635296.53,99.96090809190808
2019-04-15,44505,33791,196936,3468600.1,3009772.87,77.93731266149871
2019-04-16,41567,33382,161203,5005921.07,4277532.29,120.43017465778142
2019-04-17,43808,31816,223025,4866105.58,3844447.57,111.0780126917458
2019-04-18,42723,34260,201707,3458407.78,2689432.07,80.94955363621467
2019-04-19,38066,27093,156489,3282803.64,2507866.68,86.23978458466874
2019-04-20,46440,36613,170991,3583833.11,2817340.98,77.17125559862187
2019-04-21,38052,27648,145134,4280648.65,3400564.11,112.49470855671188
2019-04-22,41414,31022,171318,5111723.35,4071500.83,123.42983894335248
2019-04-23,40730,29395,153580,6076381.37,4899064.86,149.18687380309353
2019-04-24,43102,30805,204218,6020945.99,4856675.57,139.69064057352327
2019-04-25,38511,27906,132039,4244369.27,3305396.09,110.21186855703564
2019-04-26,42329,30400,142532,3983588.88,3067018.69,94.11015804767416
2019-04-27,38950,30294,186718,4765470.57,3742260.25,122.34841001283698
2019-04-28,40314,31509,150802,5579108.13,4391470.92,138.39133129930048
2019-04-29,38891,28675,130645,9634257.78,7639657.66,247.72460929263838
2019-04-30,37656,29583,124370,8059929.99,6487250.52,214.04105560866796
2019-05-01,38270,31120,163918,8442603.96,6897673.92,220.60632244578
2019-05-02,40890,32732,174072,7808399.68,6038961.99,190.961107361213
2019-05-03,33869,24127,159855,4022286.5,3234443.01,118.76011987363076
2019-05-04,40801,32941,153355,2045383.76,1603260.81,50.13072620769099
2019-05-05,43470,31878,145614,2460393.45,1889099.54,56.599803312629405
2019-05-06,38954,29248,128267,3089088.99,2546015.45,79.30094444729681
2019-05-07,38311,27298,156221,3216799.62,2460959.9,83.96543081621466
2019-05-08,36951,26620,161456,3179618.97,2549583.11,86.04960542339856
2019-05-09,31426,25738,101030,3478743.01,2820877.92,110.69633456373703
2019-05-10,35218,28849,175528,3379956.2,2669556.82,95.97240615594299
2019-05-11,42448,32625,208628,3223254.17,2537597.46,75.93418229362985
2019-05-12,33210,25645,133895,3692378.28,2866716.95,111.18272448057813
2019-05-13,35644,29007,191085,4792349.11,3788342.27,134.4503734148805
2019-05-14,35531,27439,133228,4862166.63,3833993.27,136.84294362669218
2019-05-15,39361,30634,144469,5013097.75,3959824.14,127.36205253931557
2019-05-16,34486,27697,187184,4763396.54,3739102.59,138.12551586150903
2019-05-17,37582,29636,185076,4890006.38,3947766.75,130.11565057740407
2019-05-18,42600,31147,183594,4212074.41,3390993.32,98.87498615023475
2019-05-19,36971,27994,139333,3110577.15,2404869.12,84.13559681912851
2019-05-20,33598,24840,175466,4833855.83,3883813.76,143.873320733377
2019-05-21,40671,32416,170943,4376980.41,3545197.6,107.61919820019179
2019-05-22,38160,28709,122146,5873623.7,4676076.56,153.9209564989518
2019-05-23,37448,29299,136767,5059289.39,4065945.82,135.10172479171118
2019-05-24,39257,29905,132206,4257574.66,3427856.53,108.45389764882697
2019-05-25,42312,31516,205258,2703860.17,2041659.91,63.902915721308375
2019-05-26,37448,29153,134959,3290638.14,2614660.18,87.87219985045931
2019-05-27,34961,24499,177796,3692587.25,3103910.35,105.62018391922427
2019-05-28,37280,27314,163509,4649913.83,3737938.55,124.72944822961374
2019-05-29,34893,24699,113956,6694197.08,5100391.64,191.84928438368726
2019-05-30,35571,27779,145299,10560540.55,8440357.87,296.88624300694386
2019-05-31,36407,28343,128081,8767512.49,6975728.64,240.81941632103718
2019-06-01,35963,25401,152872,8443797.15,6772402.64,234.79123404610294
2019-06-02,36512,28207,156568,7455195.67,6102711.18,204.18480691279578
2019-06-03,41523,30131,182954,6200836.36,4928192.22,149.33497964983263
2019-06-04,40229,32190,185194,3657388.71,2889750.29,90.91423376171419
2019-06-05,46601,35608,188669,3116184.22,2354873.53,66.86947104139396
2019-06-06,41559,29193,188443,3413543.4,2707745.48,82.13728434274164
2019-06-07,37857,27285,143379,2810118.57,2267280.87,74.22982724463111
2019-06-08,38349,27319,172622,3253725.42,2576270.0,84.84511773449113
2019-06-09,36665,26939,146871,4254903.93,3456557.9,116.04810936860765
2019-06-10,38109,30915,139539,4783133.64,3750235.77,125.51191687003069
2019-06-11,38309,29446,138808,4164146.71,3288307.35,108.69891435432928
2019-06-12,39967,28872,162871,4780123.09,3862755.17,119.60174869267145
2019-06-13,40245,31843,155119,3141446.63,2434324.12,78.05806013169338
2019-06-14,44684,32193,214740,3321275.31,2699480.09,74.32806619819175
